12;8;8;5;2;2;5;2;5;2;2;2;2;2;4;2;2;2;3;4;2;2;1;2;4;3;1;3;4;2;1;3;2;1;1;2;2;2;2;2;3;1;1;1;1;0;0;0;4;1;0;0;0;0;0;1;0;1;2;0;0;0;0;2;1;3;0;1;0;1;1;2;0;0;1;0;0;0;3;0;1;0;1;0;1;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1#1
23;44;23;11;13;13;11;13;11;14;6;11;14;6;21;14;6;13;4;21;6;11;12;6;21;4;12;4;11;13;12;4;4;11;12;6;14;6;4;4;4;12;6;12;4;0;0;0;21;3;0;0;0;0;0;3;0;2;2;0;0;0;0;2;3;10;0;3;0;2;3;2;0;0;3;0;0;0;10;0;0;0;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0#1
0;1;0;0;1;0;0;1;0;1;1;0;0;0;1;4;3;1;1;0;0;0;1;1;10;0;0;5;0;1;5;0;1;0;1;3;4;3;4;3;5;4;3;5;5;0;0;0;10;7;0;0;0;0;0;8;0;7;10;0;0;0;0;11;7;7;0;7;0;8;8;7;0;0;7;0;0;0;7;0;2;0;7;0;2;2;2;2;0;2;0;8;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;2;0;2;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;2;0;2;0#1
0;3;0;0;0;0;0;0;0;0;3;0;0;0;3;0;6;0;3;0;0;0;3;0;18;0;0;6;0;0;4;0;0;0;0;0;0;6;0;6;6;0;4;4;4;3;0;2;18;0;0;0;3;3;0;6;0;0;2;2;0;0;0;2;0;2;0;0;0;2;6;2;0;0;0;0;0;2;2;0;2;0;2;0;2;0;2;2;0;2;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0#1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0#1
1;2;1;1;2;1;1;2;1;2;0;1;1;0;2;4;0;2;2;1;0;1;2;0;10;1;1;7;1;2;4;1;2;1;2;0;4;0;4;0;7;4;0;4;4;1;1;1;10;6;0;0;1;1;0;10;0;6;10;1;0;0;0;13;6;7;0;6;0;10;10;7;0;0;6;0;0;1;7;0;2;0;7;0;2;2;2;2;0;2;0;10;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;2;0;2;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0#1
0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;2;2;0;0;0;0;0;2;2;0;0;1;0;2;2;0;1;0;2;2;6;2;1;1;1;5;2;5;1;0;0;0;2;2;0;0;0;0;0;2;0;3;2;0;0;0;0;3;6;0;0;6;0;3;6;0;0;0;0;0;0;0;0;0;2;0;0;0;2;2;2;2;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;2;0;1;0#1
30;38;30;6;5;5;6;5;6;2;6;5;2;6;15;2;6;2;6;15;6;2;6;5;15;6;6;6;6;5;6;6;5;6;5;2;2;6;2;6;6;2;6;6;6;0;0;0;15;0;0;0;0;0;0;1;0;0;2;0;0;0;0;2;0;8;0;0;0;1;1;2;0;0;0;0;0;0;8;0;1;0;1;0;1;0;1;1;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;1;0;1;1;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0#1
24;44;24;9;13;13;9;13;9;14;7;9;14;7;27;14;7;13;13;24;7;9;10;7;27;13;10;13;9;13;10;9;13;9;10;7;14;7;13;7;13;10;7;10;10;0;0;0;27;3;0;0;0;0;0;3;0;3;5;0;0;0;0;5;3;14;0;3;0;3;3;5;0;0;3;0;0;0;14;0;1;0;3;0;1;1;1;1;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;3;0;0;0;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1#1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;8;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;8;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0#1
