4;3;2;4;2;3;4;3;1;1;1;2;2;1;2;1;2;1;2;3;4;3;2;2;5;1;2;2;1;2;8;5;2;12;5;8;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0#1
21;4;13;11;4;4;21;4;11;12;12;14;11;4;4;12;11;12;14;4;21;4;14;13;11;12;14;13;12;13;23;11;13;23;11;44;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0#1
0;0;1;0;1;0;1;1;0;0;1;4;0;5;4;4;0;1;0;5;10;5;1;1;0;5;4;0;5;1;0;0;1;0;0;1;7;0;0;0;0;0;2;8;0;0;1;0;0;0;0;0;0;0;8;0;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0#1
0;0;0;0;0;0;3;3;0;0;0;0;0;4;0;0;0;3;0;6;18;6;0;0;0;4;0;0;4;0;0;0;0;0;0;3;0;0;0;0;3;0;2;6;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0#1
1;1;2;1;2;1;2;2;1;1;2;4;1;4;4;4;1;2;1;7;10;7;2;2;1;4;4;1;4;2;1;1;2;1;1;2;6;1;0;0;1;0;2;10;0;0;1;0;0;0;0;0;0;0;10;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0#1
0;0;2;0;1;0;0;0;0;0;2;6;0;1;1;5;0;0;0;1;2;1;0;2;0;5;2;0;2;0;0;0;2;0;0;0;6;0;0;0;0;0;2;2;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0#1
15;6;5;6;5;6;15;6;6;6;5;2;2;6;2;2;5;6;2;6;15;6;2;2;6;6;2;5;6;5;30;6;5;30;6;38;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0#1
24;13;13;9;13;9;27;13;9;10;10;14;9;10;13;10;9;10;14;13;27;13;14;13;9;10;14;13;10;13;24;9;13;24;9;44;3;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0#1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0#1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0#1
3;3;3;3;3;3;3;3;4;4;4;1;1;3;1;1;4;4;1;3;3;3;1;1;4;3;1;4;4;4;8;4;4;8;4;15;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0#1
6;11;5;6;5;9;6;13;9;10;5;1;1;10;1;1;5;10;1;13;6;6;1;1;9;6;1;5;10;5;11;9;5;11;9;16;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0#1
4;1;0;0;0;0;3;1;0;3;0;3;0;1;1;3;0;3;3;1;5;1;3;0;0;3;3;0;3;0;4;0;0;3;0;3;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0#1
1;1;3;2;2;2;8;2;2;1;3;4;2;2;2;4;2;5;1;2;8;2;4;3;1;5;4;1;5;3;1;2;3;1;2;15;2;0;0;0;0;0;1;8;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0#1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0#1
0;0;2;0;2;0;0;0;0;0;2;4;0;4;4;4;0;0;0;4;4;4;0;2;0;4;4;0;6;0;0;0;2;0;0;0;2;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0#1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0#1
0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;3;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0#1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0#1
0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0#1
10;7;10;10;7;7;10;7;6;6;6;2;2;6;2;2;15;6;2;7;10;7;2;2;11;6;2;11;6;19;11;15;19;11;15;35;1;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0#1
0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;4;1;0;0;0;3;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0#1
0;0;4;0;2;0;9;2;0;0;1;0;0;1;0;0;0;1;0;2;9;2;0;0;0;1;0;0;1;4;0;0;4;0;0;11;0;0;0;0;11;0;8;11;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0#1
0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;2;0;0;0;1;4;1;0;0;0;4;2;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0#1
0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0#1
0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;3;1;0;0;0;2;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0#1
10;11;10;10;11;11;10;11;4;4;4;10;12;4;11;4;12;4;20;11;10;10;22;17;12;4;22;17;4;17;20;12;17;20;12;48;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0#1
2;4;2;2;4;4;2;4;2;2;2;2;4;2;4;2;4;2;11;4;2;2;11;6;4;2;11;6;2;6;19;4;6;18;4;18;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0#1
1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0#1
0;0;0;0;0;0;0;0;0;0;0;7;0;2;7;2;0;0;0;3;3;7;0;0;0;2;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0#1
0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;5;0;0;0;0;5;1;0;5;0;0;0;0;0;0;0;2;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0#1
0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0#1
0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;1;1;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0#1
0;0;0;0;0;0;0;0;0;0;0;7;0;4;4;6;0;0;0;4;10;4;0;0;0;6;7;0;6;0;0;0;0;0;0;0;9;0;0;0;0;0;3;10;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0#1
15;9;15;12;9;9;15;9;12;16;15;8;8;9;8;8;12;16;8;9;15;9;8;8;12;15;8;15;16;15;26;12;15;26;12;43;1;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0#1
0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;1;2;1;0;0;0;2;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0#1
1;1;3;0;3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;6;0;0;0;0;0;1;0;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0#1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0#1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0#1
8;9;8;8;9;9;8;9;8;8;8;8;15;8;9;8;15;8;17;9;8;8;17;17;15;8;17;20;8;20;28;15;20;28;15;45;1;0;0;0;0;0;0;5;0;0;1;0;0;0;0;0;0;0;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0#1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0#1
3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;7;3;4;3;3;3;4;4;6;3;4;6;3;7;6;7;7;6;7;19;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0#1
8;8;8;6;8;6;8;8;4;4;4;8;6;4;8;4;6;4;9;8;8;8;10;10;6;4;10;9;4;20;9;6;20;9;6;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0#1
3;3;0;3;0;3;6;13;1;1;0;6;3;1;9;1;0;1;3;20;6;6;9;0;3;1;9;0;1;0;3;3;0;3;3;13;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0#1
5;6;5;5;6;6;5;6;7;6;7;3;3;6;3;3;7;8;3;6;5;5;3;3;6;5;3;6;8;7;6;7;7;6;7;20;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0#1
5;6;5;5;6;6;5;6;7;6;7;3;3;6;3;3;7;8;3;6;5;5;3;3;6;5;3;6;8;7;6;7;7;6;7;20;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0#1
5;5;6;6;5;5;6;5;7;5;7;3;3;5;3;3;7;8;3;5;6;5;3;3;5;6;3;5;8;7;5;7;7;5;7;20;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0#1
8;0;3;10;0;0;10;0;7;7;3;4;4;0;0;4;3;7;4;0;10;0;4;3;8;7;4;3;7;3;8;13;3;8;13;33;0;0;0;0;0;0;1;2;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0#1
2;3;2;2;3;3;2;3;4;4;4;2;9;3;3;4;6;4;9;3;2;2;9;6;10;2;9;6;4;6;16;10;6;33;10;16;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0#1
5;2;1;5;1;2;5;2;1;1;1;4;4;1;2;1;1;1;4;2;5;2;4;1;5;1;4;1;1;1;8;5;1;8;5;11;1;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0#1
0;0;2;1;2;1;2;2;1;0;2;3;1;4;3;3;1;2;0;7;8;7;2;2;0;4;3;0;4;2;0;1;2;0;1;2;6;0;0;0;0;0;2;8;0;0;1;0;0;0;0;0;0;0;9;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0#1
