3;4;4;1;2;1;3;2;1;4;3;1;2;2;2;2;2;2;1;2;1;2;1;2;2;2;1;3;3;2;4;2;8;1;2;2;2;5;5;2;2;8;12;2;5;0;0;1;1;0;0;1;1;0;0;0;2;0;1;0;1;0;0;1;0;1;1;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;2;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0#1
4;21;11;12;13;11;4;4;12;21;4;12;4;4;14;6;11;14;12;6;4;13;6;6;6;14;12;4;4;6;21;14;23;12;6;13;11;11;11;13;13;44;23;6;11;0;0;0;0;0;0;3;3;0;0;0;2;0;3;0;2;0;0;3;0;0;3;0;0;2;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0#1
0;0;0;0;1;0;0;1;1;1;1;1;4;3;0;3;0;4;4;3;5;1;3;1;0;1;5;5;5;0;10;4;0;5;1;1;0;0;0;0;1;1;0;3;0;0;0;2;2;0;0;8;7;0;0;0;7;0;8;0;8;0;0;7;0;2;7;2;0;7;0;0;0;0;7;0;1;0;0;0;0;0;2;2;0;0;0;0;0;0;8;0;0;0;0;0;0;2;0;0;0;2;0;0;2;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0#1
0;0;0;0;0;0;0;0;0;3;3;3;0;6;0;6;0;0;0;0;4;0;4;0;0;0;4;6;6;0;18;0;0;4;3;0;0;0;0;0;0;3;0;6;0;0;2;2;2;0;0;6;0;0;0;2;2;0;6;0;2;0;0;2;3;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;6;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0#1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0#1
1;1;1;1;2;1;1;2;2;2;2;2;4;0;1;0;1;4;4;0;4;2;0;0;0;2;4;7;7;0;10;4;1;4;0;2;1;1;1;1;2;2;1;0;1;0;1;2;2;0;0;10;6;0;0;1;7;0;10;0;10;0;0;7;1;2;6;2;1;6;0;0;1;0;6;0;1;0;0;0;0;0;2;2;0;0;0;0;0;0;10;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0#1
0;0;0;0;2;0;0;1;2;0;0;0;1;1;0;2;0;6;5;2;1;2;2;2;0;0;5;1;1;0;2;2;0;2;0;2;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;6;2;0;0;0;0;0;2;0;3;0;0;0;0;2;0;2;0;3;0;0;0;0;6;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;6;0;0;0;0;0;0;2;0;0;0;1;0;0;1;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0#1
6;15;6;6;5;6;6;5;5;15;6;6;2;6;2;6;2;2;2;2;6;2;6;5;6;2;6;6;6;6;15;2;30;6;6;5;5;6;6;5;5;38;30;6;6;0;0;1;1;0;0;1;0;0;0;0;2;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0#1
13;24;9;10;13;9;9;13;10;27;13;10;13;7;14;7;9;14;10;7;10;13;7;7;7;14;10;13;13;7;27;14;24;10;7;13;9;9;9;13;13;44;24;7;9;0;0;1;1;0;0;3;3;0;0;0;5;0;3;0;3;0;0;3;0;1;3;1;0;3;0;0;0;0;3;0;0;0;1;0;0;0;1;3;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;3;1;1;0;0;0;0;0;0;0;0;0;0#1
0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;8;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0#1
